Codigo;Produto ;Tipo;Arg1;Arg2;Arg3;DataInicio;DataFinal;Setor
303255;Kit Peitoral 8 + Guia Premium Aurora G;FIDELIDADE;127.99;102.39;;13/08/2026;09/09/2026;Coleiras
279800;Peitoal  Comum .30 Vermelho  N.7 ;FIDELIDADE;44.09;35.27;;13/08/2026;09/09/2026;Coleiras
303277;Conj Guia Peit Comum Candy Rosa N.4;FIDELIDADE;27.99;22.39;;13/08/2026;09/09/2026;Coleiras
303238;Peitoral Fresh Premium Vibe M;FIDELIDADE;64.99;51.99;;13/08/2026;09/09/2026;Coleiras
303270;Conj Guia Peit Comum Candy Lilas N.3;FIDELIDADE;27.99;22.39;;13/08/2026;09/09/2026;Coleiras
303260;Conj Guia Peit Ajustavel Neon Verde N.2;FIDELIDADE;25.99;20.79;;13/08/2026;09/09/2026;Coleiras
303326;Conj Guia Peitoral Comum Bombom N.7;FIDELIDADE;51.99;41.59;;13/08/2026;09/09/2026;Coleiras
303235;Peitoral Fresh Premium Terracota M;FIDELIDADE;64.99;51.99;;13/08/2026;09/09/2026;Coleiras
303265;Conj Guia Peit Comum Candy Verde N.4;FIDELIDADE;27.99;22.39;;13/08/2026;09/09/2026;Coleiras
279655;Conj Guia Peitoral Conforto Rosa  N.2;FIDELIDADE;57.09;45.67;;13/08/2026;09/09/2026;Coleiras
303227;Kit Peitoral 8 + Guia Premium Terracota G;FIDELIDADE;127.99;102.39;;13/08/2026;09/09/2026;Coleiras
279643;Coleira Gato Elastico Neon  C/ Placa Latanja - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279646;Coleira Gato Elastico Brilho  C/ Placa Preto - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279637;Coleira Gato Confort Preto - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279633;Coleira Gato Foto Vermelho -  U;FIDELIDADE;10.29;8.23;;13/08/2026;09/09/2026;Coleiras
279647;Coleira Gato Elastico Brilho  C/ Placa Vermelho - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279634;Coleira Gato Foto Rosa -  U;FIDELIDADE;10.29;8.23;;13/08/2026;09/09/2026;Coleiras
279649;Coleira Gato Elastico Brilho  C/ Placa Laranja - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279641;Coleira Gato Elastico Listra  C/ Placa Verde - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279648;Coleira Gato Elastico Brilho  C/ Placa Amarelo - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279638;Coleira Gato Confort Vermelho - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279650;Coleira Gato Elastico Brilho  C/ Placa Rosa - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279635;Coleira Gato Confort Rosa - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279632;Coleira Gato Foto Azul - U;FIDELIDADE;10.29;8.23;;13/08/2026;09/09/2026;Coleiras
279640;Coleira Gato Elastico Listra  C/ Placa Azul - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279644;Coleira Gato Elastico Neon  C/ Placa Rosa - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279645;Coleira Gato Elastico Neon  C/ Placa Verde - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279636;Coleira Gato Confort Azul - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279642;Coleira Gato Elastico Listra  C/ Placa Vermelho - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
279639;Coleira Gato Elastico Listra  C/ Placa Latanja - U;FIDELIDADE;12.49;9.99;;13/08/2026;09/09/2026;Coleiras
277599;Kit Peitoral  + Guia Premium Cat Dangerous G;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
277601;Kit Peitoral Fresh + Guia Premium Cat Dangerous Pp;FIDELIDADE;59.79;47.83;;13/08/2026;09/09/2026;Coleiras
277595;Kit Peitoral  + Guia Premium Cat Cat Paw M;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279629;Conj Guia Peitoral Gato Confort Vermelho G;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
279611;Conj Guia Peitoral Gato Confort Azul P;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
279628;Conj Guia Peitoral Gato Confort Vermelho M;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277594;Kit Peitoral  + Guia Premium Cat Dangerous P;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279619;Conj Guia Peitoral Gato Confort Rosa P;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277598;Kit Peitoral  + Guia Premium Cat Free Spirit G;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
277597;Kit Peitoral  + Guia Premium Cat Cat Paw G;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279627;Conj Guia Peitoral Gato Confort Vermelho P;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277591;Kit Peitoral  + Guia Premium Cat Free Spirit M;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279613;Conj Guia Peitoral Gato Confort Azul G;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
279604;Conj Guia Peitoral Gato Confort Preto M;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277602;Kit Peitoral Fresh + Guia Premium Cat Cat Paw Pp;FIDELIDADE;59.79;47.83;;13/08/2026;09/09/2026;Coleiras
277600;Kit Peitoral Fresh + Guia Premium Cat Free Spirit Pp;FIDELIDADE;59.79;47.83;;13/08/2026;09/09/2026;Coleiras
279603;Conj Guia Peitoral Gato Confort Preto P;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277596;Kit Peitoral  + Guia Premium Cat Cat Paw P;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
277593;Kit Peitoral  + Guia Premium Cat Dangerous M;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279612;Conj Guia Peitoral Gato Confort Azul M;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
277592;Kit Peitoral + Guia Premium Cat Free Spirit P;FIDELIDADE;46.59;37.27;;13/08/2026;09/09/2026;Coleiras
279605;Conj Guia Peitoral Gato Confort Preto G;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
279621;Conj Guia Peitoral Gato Confort Rosa G;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
279620;Conj Guia Peitoral Gato Confort Rosa M;FIDELIDADE;37.89;30.31;;13/08/2026;09/09/2026;Coleiras
284235;Gaiola N1 Prata;FIDELIDADE;105.00;52.50;;23/04/2026;06/01/2027;Roedores
285259;Gaiola Criadeira Para Calopsita Prata;FIDELIDADE;293.00;146.50;;23/04/2026;06/01/2027;Roedores
286250;Gaiola Criadeira Periquito Pequena Prata;FIDELIDADE;107.00;53.50;;23/04/2026;06/01/2027;Roedores
287368;Gaiola Calopsita Mansa Linha Encanto Pink;FIDELIDADE;225.50;112.75;;23/04/2026;06/01/2027;Roedores
288033;Gaiola N14 Canario Prata;FIDELIDADE;96.00;48.00;;23/04/2026;06/01/2027;Roedores
288101;Gaiola N209 Pequena Prata;FIDELIDADE;71.55;35.78;;23/04/2026;06/01/2027;Roedores
288558;Gaiola Periquito Imp. Fundo Plastico Prata;FIDELIDADE;181.00;90.50;;23/04/2026;06/01/2027;Roedores
288865;Gaiola N209 Pequena Epoxi;FIDELIDADE;79.50;39.75;;23/04/2026;06/01/2027;Roedores
290378;Gaiola Calopsita Mansa Linha Encanto Vermelha;FIDELIDADE;225.50;112.75;;23/04/2026;06/01/2027;Roedores
293615;Gaiola Calopsita Mansa Linha Encanto Azul;FIDELIDADE;183.75;91.88;;23/04/2026;06/01/2027;Roedores
301985;Gaiola Criadeira Com Bandeja Prata;FIDELIDADE;340.00;170.00;;23/04/2026;06/01/2027;Roedores
302006;Viveiro Sextavado Canarios Epoxi;FIDELIDADE;985.00;492.50;;23/04/2026;06/01/2027;Roedores
301977;Casinha Plastica Para Gaiolas De Hamster;FIDELIDADE;17.00;8.50;;23/04/2026;06/01/2027;Roedores
284977;Gaiola Coelho Com Bandeja Prata;FIDELIDADE;330.90;165.45;;23/04/2026;06/01/2027;Roedores
286589;Gaiola Hamster E Topolino 3 Andares Vermelho;FIDELIDADE;161.99;81.00;;23/04/2026;06/01/2027;Roedores
289003;Gaiola Hamster E Topolino 3 Andares Azul;FIDELIDADE;161.99;81.00;;23/04/2026;06/01/2027;Roedores
291570;Gaiola Capela Hamster Imperial Epox;FIDELIDADE;62.50;31.25;;23/04/2026;06/01/2027;Roedores
291578;Gaiola N206 Hamster Prata;FIDELIDADE;64.00;32.00;;23/04/2026;06/01/2027;Roedores
291961;Gaiola N 206 Hamster Epoxi;FIDELIDADE;72.00;36.00;;23/04/2026;06/01/2027;Roedores
301987;Gaiola Pequena Coelho Com Bandeja Prata;FIDELIDADE;201.99;101.00;;23/04/2026;06/01/2027;Roedores
302001;Ratoeira N2 Prata;FIDELIDADE;97.35;48.68;;23/04/2026;06/01/2027;Higiene
288037;Ratoeira N1 Prata;FIDELIDADE;48.00;24.00;;23/04/2026;06/01/2027;Higiene
11424;Hysteril 1lt;FIDELIDADE;89.99;76.49;;03/09/2026;30/09/2026;Higiene
278833;Herbalvet T.a. 1000ml;FIDELIDADE;112.99;90.39;;03/09/2026;30/09/2026;Higiene
277922;Enziclim 220ml;FIDELIDADE;39.99;31.99;;03/09/2026;30/09/2026;Higiene
302289;Enziclim 220ml;FIDELIDADE;42.99;34.39;;03/09/2026;30/09/2026;Higiene
277923;Enziclim 480ml;FIDELIDADE;61.99;49.59;;03/09/2026;30/09/2026;Higiene
302290;Enziclim 480ml;FIDELIDADE;66.99;53.59;;03/09/2026;30/09/2026;Higiene
287573;Tratador Silvestre Com Suporte;FIDELIDADE;130.50;65.25;;23/04/2026;06/01/2027;Jardim
3831;Glifomato Insetimax 100ml;FIDELIDADE;16.89;8.45;;13/08/2026;30/09/2026;Jardim
276656;Cabo Iphone Usb;FIDELIDADE;29.90;19.99;;27/08/2026;09/09/2026;Acessorios
276658;Cabo Universal V8 Usb;FIDELIDADE;29.90;19.99;;27/08/2026;09/09/2026;Acessorios
276657;Cabo Tipo C Usb;FIDELIDADE;29.90;19.99;;27/08/2026;09/09/2026;Acessorios
276659;Carregador Carro Usb;FIDELIDADE;29.90;19.99;;27/08/2026;09/09/2026;Acessorios
276660;Carregador Parede Usb;FIDELIDADE;29.90;19.99;;27/08/2026;09/09/2026;Acessorios
30873;Ouro Branco 20gr;PAGLEV;6;4;;03/09/2026;23/09/2026;Alimentos
30202;Sonho De Valsa 20gr;PAGLEV;6;4;;03/09/2026;23/09/2026;Alimentos
21964;Apoquel 3.6 Mg;OUTRA_D;60.00%;2;;03/09/2026;30/09/2026;Farmacia
21968;Apoquel 16 Mg;OUTRA_D;60.00%;2;;03/09/2026;30/09/2026;Farmacia
21966;Apoquel 5.4 Mg;OUTRA_D;60.00%;2;;03/09/2026;30/09/2026;Farmacia
275816;Becordil 5 Mg 30 Comp;FIDELIDADE;129.99;110.49;;03/09/2026;30/09/2026;Farmacia
278971;Felicomfort Difusor + Refil 48ml;FIDELIDADE;305.99;153.00;;02/07/2026;30/09/2026;Farmacia
278973;Felicomfort Spray 30ml;FIDELIDADE;203.99;102.00;;02/07/2026;30/09/2026;Farmacia
278972;Felicomfort Refil 48ml;FIDELIDADE;224.99;112.50;;02/07/2026;30/09/2026;Farmacia
278974;Felicomfort Spray 60ml;FIDELIDADE;273.99;137.00;;02/07/2026;30/09/2026;Farmacia
39794;Oat Care Spray 200 Ml;FIDELIDADE;152.99;99.44;;03/09/2026;30/09/2026;Farmacia
25262;Regepil 50 Ml;FIDELIDADE;158.99;127.19;;03/09/2026;30/09/2026;Farmacia
23974;Noxxi Wall Spray;FIDELIDADE;170.99;111.14;;03/09/2026;30/09/2026;Farmacia
36885;Torzemin 2 Mg 30 Comp;FIDELIDADE;58.99;50.14;;03/09/2026;30/09/2026;Farmacia
36887;Torzemin 4 Mg 30 Comp;FIDELIDADE;81.99;69.69;;03/09/2026;30/09/2026;Farmacia
13824;Periovet Gel 25g;FIDELIDADE;84.49;71.82;;03/09/2026;16/09/2026;Farmacia
304226;Oralclin Gel 25g;FIDELIDADE;75.99;64.59;;03/09/2026;30/09/2026;Farmacia
277566;Auritop 15g;FIDELIDADE;79.99;63.99;;03/09/2026;30/09/2026;Farmacia
39792;Oat Care 100 Ml;FIDELIDADE;80.99;52.64;;03/09/2026;30/09/2026;Farmacia
13825;Periovet Spray 100 Ml;FIDELIDADE;60.99;51.84;;03/09/2026;16/09/2026;Farmacia
39793;Oat Care Shampoo 200 Ml;FIDELIDADE;143.99;93.59;;03/09/2026;30/09/2026;Farmacia
23970;Noxxi Atp 200 Ml;FIDELIDADE;120.99;78.64;;03/09/2026;30/09/2026;Farmacia
23971;Noxxi Control 200 Ml;FIDELIDADE;129.99;84.49;;03/09/2026;30/09/2026;Farmacia
302910;Metacell Snacks;FIDELIDADE;84.99;67.99;;03/09/2026;30/09/2026;Farmacia
302911;Kardio Snacks;FIDELIDADE;102.99;82.39;;03/09/2026;30/09/2026;Farmacia
277190;Coleira Scalibor 65cm;FIDELIDADE;104.99;83.99;;02/07/2026;30/09/2026;Farmacia
278584;Coleira Seresto G;FIDELIDADE;238.50;166.95;;02/07/2026;30/09/2026;Farmacia
42376;Coleira Leevre 63 Cm;FIDELIDADE;165.99;132.79;;03/09/2026;30/09/2026;Farmacia
42375;Coleira Leevre 48 Cm;FIDELIDADE;155.59;124.47;;03/09/2026;30/09/2026;Farmacia
278585;Coleira Seresto P;FIDELIDADE;215.50;150.85;;02/07/2026;30/09/2026;Farmacia
2435;Coleira Scalibor 48cm;FIDELIDADE;95.99;76.79;;02/07/2026;30/09/2026;Farmacia
276835;Nexgard Spectra 15 A 30 Kg 3 Comprimidos (4.0 Mg);FIDELIDADE;444.99;333.74;;04/09/2026;30/09/2026;Farmacia
302110;Bravecto Plus Cat 250mg;FIDELIDADE;233.09;174.82;;02/07/2026;30/09/2026;Farmacia
302109;Bravecto Plus Cat 112.5mg;FIDELIDADE;207.59;155.69;;02/07/2026;30/09/2026;Farmacia
276661;Credeli Gatos 0,9 A 2,0kg (12 Mg);FIDELIDADE;78.99;55.29;;18/06/2026;30/09/2026;Farmacia
23881;Simparic 1.3 A 2.5 Kg Com 3 Comprimidos (5 Mg);FIDELIDADE;279.99;195.99;;02/07/2026;30/09/2026;Farmacia
250180;Credeli Caes 11 A 22kg 01 Comp (450 Mg);FIDELIDADE;122.99;86.09;;18/06/2026;30/09/2026;Farmacia
23871;Simparic 5.1 A 10 Kg Com 3 Comprimidos (20 Mg);FIDELIDADE;307.99;215.59;;02/07/2026;30/09/2026;Farmacia
277843;Credeli Plus Caes 11 A 22kg;FIDELIDADE;134.99;94.49;;18/06/2026;30/09/2026;Farmacia
276832;Nexgard Spectra 2 A 3.5 Kg 3 Comprimidos (0.5 Mg);FIDELIDADE;294.99;221.24;;04/09/2026;30/09/2026;Farmacia
17767;Nexgard Gg 25.1 A 50 Kg 1 Comprimidos (136 Mg);FIDELIDADE;151.99;106.39;;02/07/2026;30/09/2026;Farmacia
303104;Wellpet 560mg;FIDELIDADE;109.99;93.49;;03/09/2026;30/09/2026;Farmacia
277844;Credeli Plus Caes 22 A 45kg;FIDELIDADE;156.99;109.89;;18/06/2026;30/09/2026;Farmacia
23878;Simparic 10.1 A 20 Kg Com 1 Comprimido (40 Mg);FIDELIDADE;134.99;94.49;;02/07/2026;30/09/2026;Farmacia
17766;Nexgard G 10.1 A 25 Kg 1 Comprimidos (68 Mg);FIDELIDADE;131.99;92.39;;02/07/2026;30/09/2026;Farmacia
250179;Credeli Caes 1,3 A 2,5kg 01 Comp (56.25 Mg);FIDELIDADE;79.99;55.99;;18/06/2026;30/09/2026;Farmacia
303100;Wellpet 45mg;FIDELIDADE;59.99;50.99;;03/09/2026;30/09/2026;Farmacia
23874;Simparic 40.1 A 60 Kg Com 3 Comprimidos (120 Mg);FIDELIDADE;429.99;300.99;;02/07/2026;30/09/2026;Farmacia
276836;Nexgard Spectra 30 A 60 Kg 3 Comprimidos (8.0 Mg);FIDELIDADE;514.99;386.24;;04/09/2026;30/09/2026;Farmacia
17205;Bravecto 4.5 A 10kg 250 Mg;FIDELIDADE;238.99;179.24;;02/07/2026;30/09/2026;Farmacia
20162;Nexgard G 10.1 A 25 Kg Com 3 Comprimidos (68 Mg);FIDELIDADE;341.99;239.39;;02/07/2026;30/09/2026;Farmacia
250182;Credeli Caes 2,5 A 5,5kg 01 Comp (112.5 Mg);FIDELIDADE;85.99;60.19;;18/06/2026;30/09/2026;Farmacia
277840;Credeli Plus Caes 1,4 A 2,8kg;FIDELIDADE;87.99;61.59;;18/06/2026;30/09/2026;Farmacia
20163;Nexgard Gg 25.1 A 50 Kg 3 Comprimidos (136 Mg);FIDELIDADE;401.99;281.39;;02/07/2026;30/09/2026;Farmacia
303101;Wellpet 100mg;FIDELIDADE;72.99;62.04;;03/09/2026;30/09/2026;Farmacia
39181;Nexgard Spectra 2 A 3.5 Kg 1 Comprimidos (0.5 Mg);FIDELIDADE;110.99;83.24;;04/09/2026;30/09/2026;Farmacia
303102;Wellpet 200mg;FIDELIDADE;89.99;76.49;;03/09/2026;30/09/2026;Farmacia
20160;Nexgard P 2 A 4 Kg Com 3 Comprimidos (11.3 Mg);FIDELIDADE;263.99;184.79;;02/07/2026;30/09/2026;Farmacia
23870;Simparic 2.6 A 5 Kg Com 3 Comprimidos (10 Mg);FIDELIDADE;282.99;198.09;;02/07/2026;30/09/2026;Farmacia
23872;Simparic 10.1 A 20 Kg Com 3 Comprimidos (40 Mg);FIDELIDADE;352.99;247.09;;02/07/2026;30/09/2026;Farmacia
23879;Simparic 20.1 A 40 Kg Com 1 Comprimido (80 Mg);FIDELIDADE;159.99;111.99;;02/07/2026;30/09/2026;Farmacia
23877;Simparic 5.1 A 10 Kg Com 1 Comprimido (20 Mg);FIDELIDADE;117.99;82.59;;02/07/2026;30/09/2026;Farmacia
23880;Simparic 40.1 A 60 Kg Com 1 Comprimido (120 Mg);FIDELIDADE;169.99;118.99;;02/07/2026;30/09/2026;Farmacia
23873;Simparic 20.1 A 40 Kg Com 3 Comprimidos (80 Mg);FIDELIDADE;420.99;294.69;;02/07/2026;30/09/2026;Farmacia
17204;Bravecto 10 A 20kg 500 Mg;FIDELIDADE;280.99;210.74;;02/07/2026;30/09/2026;Farmacia
39183;Nexgard Spectra 7.5 A 15 Kg 1 Comprimidos (2.0 Mg);FIDELIDADE;140.99;105.74;;04/09/2026;30/09/2026;Farmacia
39184;Nexgard Spectra 15 A 30 Kg 1 Comprimidos (4.0 Mg);FIDELIDADE;165.99;124.49;;04/09/2026;30/09/2026;Farmacia
17203;Bravecto 20 A 40kg 1000 Mg;FIDELIDADE;322.99;242.24;;02/07/2026;30/09/2026;Farmacia
276834;Nexgard Spectra 7.5 A 15 Kg 3 Comprimidos (2.0 Mg);FIDELIDADE;378.99;284.24;;04/09/2026;30/09/2026;Farmacia
276662;Credeli Gatos 2,1 A 8,0kg (48 Mg);FIDELIDADE;89.99;62.99;;18/06/2026;30/09/2026;Farmacia
17764;Nexgard P 2 A 4 Kg 1 Comprimidos (11.3 Mg);FIDELIDADE;100.99;70.69;;02/07/2026;30/09/2026;Farmacia
20161;Nexgard M 4.1 A 10 Kg Com 3 Comprimidos (28.3 Mg);FIDELIDADE;292.99;205.09;;02/07/2026;30/09/2026;Farmacia
23875;Simparic 1.3 A 2.5 Kg Com 1 Comprimido (5 Mg);FIDELIDADE;99.99;69.99;;02/07/2026;30/09/2026;Farmacia
39185;Nexgard Spectra 30 A 60 Kg 1 Comprimidos (8.0 Mg);FIDELIDADE;189.99;142.49;;04/09/2026;30/09/2026;Farmacia
277841;Credeli Plus Caes 2,8 A 5,5kg;FIDELIDADE;99.99;69.99;;18/06/2026;30/09/2026;Farmacia
276833;Nexgard Spectra 3.5 A 7.5 Kg 3 Comprimidos (1.0 Mg);FIDELIDADE;332.99;249.74;;04/09/2026;30/09/2026;Farmacia
17206;Bravecto 40 A 56kg 1400 Mg;FIDELIDADE;352.99;264.74;;02/07/2026;30/09/2026;Farmacia
17207;Bravecto 2 A 4.5kg 112,50 Mg;FIDELIDADE;197.99;148.49;;02/07/2026;30/09/2026;Farmacia
250178;Credeli Caes 22 A 45kg 01 Comp (900 Mg);FIDELIDADE;142.99;100.09;;18/06/2026;30/09/2026;Farmacia
250181;Credeli Caes 5,5 A 11kg 01 Comp (225 Mg);FIDELIDADE;94.99;66.49;;18/06/2026;30/09/2026;Farmacia
23876;Simparic 2.6 A 5 Kg Com 1 Comprimido (10 Mg);FIDELIDADE;103.99;72.79;;02/07/2026;30/09/2026;Farmacia
17765;Nexgard M 4.1 A 10 Kg 1 Comprimidos (28.3 Mg);FIDELIDADE;110.99;77.69;;02/07/2026;30/09/2026;Farmacia
39182;Nexgard Spectra 3.5 A 7.5 Kg 1 Comprimidos (1.0 Mg);FIDELIDADE;123.99;92.99;;04/09/2026;30/09/2026;Farmacia
295518;Credeli Tab 2.5 A 5.5 Kg 112.5 Mg 3 Comprimidos;FIDELIDADE;225.99;158.19;;18/06/2026;30/09/2026;Farmacia
303103;Wellpet 400mg;FIDELIDADE;104.99;89.24;;03/09/2026;30/09/2026;Farmacia
277842;Credeli Plus Caes 5,5 A 11kg;FIDELIDADE;103.99;72.79;;18/06/2026;30/09/2026;Farmacia
17376;Revolution Caes 20 A 40 Kg 2.0 Ml;FIDELIDADE;161.99;137.69;;02/07/2026;30/09/2026;Farmacia
304031;Revolution Plus 5.1kg A 10kg 3 Pipetas;FIDELIDADE;288.99;245.64;;02/07/2026;30/09/2026;Farmacia
276636;Antipulgas Banni 3 0,30 Ml;FIDELIDADE;72.99;58.39;;03/09/2026;30/09/2026;Farmacia
296211;Antipulgas Banni Ces 1,34ml;FIDELIDADE;55.99;44.79;;03/09/2026;30/09/2026;Farmacia
13060;Revolution Gato 2,6 A 7,5 Kg 0.75 Ml C/3 Pipetas;FIDELIDADE;237.99;202.29;;02/07/2026;30/09/2026;Farmacia
14854;Neopet 4.02 Ml Acima 40kg;FIDELIDADE;58.99;47.19;;03/09/2026;30/09/2026;Farmacia
296130;Nexgard Combo Cat L Tudli 0.9ml 1 Br;FIDELIDADE;112.99;96.04;;02/07/2026;30/09/2026;Farmacia
17374;Revolution Caes 5 A 10kg 0.50 Ml;FIDELIDADE;120.99;102.84;;02/07/2026;30/09/2026;Farmacia
17378;Revolution Gato 2,6 A 7,5 Kg 0.75 Ml;FIDELIDADE;105.99;90.09;;02/07/2026;30/09/2026;Farmacia
302114;Bravecto Transdermal Cat 112.5mg;FIDELIDADE;197.99;148.49;;02/07/2026;30/09/2026;Farmacia
278581;Advocate Caes 4 At 10kg;FIDELIDADE;110.99;94.34;;02/07/2026;30/09/2026;Farmacia
296132;Nexgard Combo Cat L Tudli 0.9ml 3 Br;FIDELIDADE;256.99;218.44;;02/07/2026;30/09/2026;Farmacia
278582;Advocate Caes 25 At 40kg;FIDELIDADE;153.99;130.89;;02/07/2026;30/09/2026;Farmacia
296209;Antipulgas Banni Ces 0,32ml;FIDELIDADE;49.99;39.99;;03/09/2026;30/09/2026;Farmacia
14851;Neopet 0.67 Ml Ate 10kg;FIDELIDADE;34.99;27.99;;03/09/2026;30/09/2026;Farmacia
302115;Bravecto Transdermal Cat 250mg;FIDELIDADE;210.59;157.94;;02/07/2026;30/09/2026;Farmacia
18342;Revolution Caes 2.6 A 5 Kg 0.25 Ml C/3 Pipetas;FIDELIDADE;256.99;218.44;;02/07/2026;30/09/2026;Farmacia
14852;Neopet 1.34 Ml 10.1 A 20kg;FIDELIDADE;39.99;31.99;;03/09/2026;30/09/2026;Farmacia
41173;Defend Pro Ces At 10kg;FIDELIDADE;32.99;26.39;;13/08/2026;09/09/2026;Farmacia
41175;Defend Pro Ces 20 A 40kg;FIDELIDADE;44.99;35.99;;13/08/2026;09/09/2026;Farmacia
296129;Nexgard Combo Cat S Tudli 0.3ml 1 Br;FIDELIDADE;109.99;93.49;;02/07/2026;30/09/2026;Farmacia
18341;Revolution Caes/gato Ate 2.5kg 0.25 Ml C/3 Pipetas;FIDELIDADE;231.99;197.19;;02/07/2026;30/09/2026;Farmacia
277563;Neopet Ces 10,1 A 20kg 1,34 Ml Com 3 Pipetas;FIDELIDADE;78.99;63.19;;03/09/2026;30/09/2026;Farmacia
17377;Revolution Caes/gato Ate 2.5kg 0.25 Ml;FIDELIDADE;105.99;90.09;;02/07/2026;30/09/2026;Farmacia
304029;Revolution Plus 2.6kg A 5kg 3 Pipetas;FIDELIDADE;272.99;232.04;;02/07/2026;30/09/2026;Farmacia
41176;Defend Pro Ces 40kg;FIDELIDADE;48.99;39.19;;13/08/2026;09/09/2026;Farmacia
278551;Ectocid Spot On Acima 40kg 4,02ml;FIDELIDADE;55.99;44.79;;03/09/2026;30/09/2026;Farmacia
278549;Ectocid Spot On 10 A 20kg 1,34ml;FIDELIDADE;40.99;32.79;;03/09/2026;30/09/2026;Farmacia
296131;Nexgard Combo Cat S Tudli 0.3ml 3 Br;FIDELIDADE;249.99;212.49;;02/07/2026;30/09/2026;Farmacia
277564;Neopet Ces 20,1 A 40kg 2,68 Ml Com 3 Pipetas;FIDELIDADE;92.99;74.39;;03/09/2026;30/09/2026;Farmacia
41174;Defend Pro Ces 10 A 20kg;FIDELIDADE;38.99;31.19;;13/08/2026;09/09/2026;Farmacia
277565;Neopet Ces Acima De 40kg 4,02 Ml Com 3 Pipetas;FIDELIDADE;114.99;91.99;;03/09/2026;30/09/2026;Farmacia
296212;Antipulgas Banni Ces 2,68ml;FIDELIDADE;62.99;50.39;;03/09/2026;30/09/2026;Farmacia
296306;Advocate Cat 3 X 0.8 Ml;FIDELIDADE;235.99;200.59;;02/07/2026;30/09/2026;Farmacia
278580;Advocate Caes At 4kg;FIDELIDADE;98.99;84.14;;02/07/2026;30/09/2026;Farmacia
296134;Advocate Cat 3 X 0,4 Ml;FIDELIDADE;215.99;183.59;;02/07/2026;30/09/2026;Farmacia
14853;Neopet 2.68 Ml 20.1 A 40kg;FIDELIDADE;46.99;37.59;;03/09/2026;30/09/2026;Farmacia
304026;Revolution Plus Ate 2.5kg;FIDELIDADE;110.99;94.34;;02/07/2026;30/09/2026;Farmacia
304028;Revolution Plus 2.6kg A 5kg;FIDELIDADE;115.99;98.59;;02/07/2026;30/09/2026;Farmacia
278552;Ectocid Spot On At 10kg 0,67ml;FIDELIDADE;34.99;27.99;;03/09/2026;30/09/2026;Farmacia
296210;Antipulgas Banni Ces 0,67ml;FIDELIDADE;52.99;42.39;;03/09/2026;30/09/2026;Farmacia
13063;Revolution Caes 5 A 10 Kg 0.50 Ml C/3 Pipetas;FIDELIDADE;271.99;231.19;;02/07/2026;30/09/2026;Farmacia
17373;Revolution Caes 2 A 5 Kg 0.25 Ml;FIDELIDADE;105.99;90.09;;02/07/2026;30/09/2026;Farmacia
304589;Antipulgas Combo Banni 3 0,90 Ml;FIDELIDADE;159.99;127.99;;03/09/2026;30/09/2026;Farmacia
